MANDT,KURST,FCURR,TCURR,GDATU,UKURS,FFACT,TFACT
800,G,SEK,EUR,79849181,9.42140-,1,1
800,G,SEK,EUR,79849180,9.45440-,1,1
800,G,SEK,EUR,79849179,9.49300-,1,1
800,G,SEK,EUR,79849178,9.53170-,1,1
800,G,SEK,EUR,79849175,9.50330-,1,1
800,B,SAR,EUR,79849182,4.16080-,1,1
800,B,SAR,EUR,79849181,4.15080-,1,1
800,B,SAR,EUR,79849180,4.14300-,1,1
800,B,SAR,EUR,79849179,4.19460-,1,1
800,B,SAR,EUR,79849178,4.23540-,1,1
800,B,SAR,EUR,79849175,4.31180-,1,1
800,G,SAR,EUR,79849182,4.15770-,1,1
800,G,SAR,EUR,79849181,4.14900-,1,1
800,G,SAR,EUR,79849180,4.14070-,1,1
800,G,SAR,EUR,79849179,4.19180-,1,1
800,G,SAR,EUR,79849178,4.23420-,1,1
800,G,SAR,EUR,79849175,4.30930-,1,1
800,B,PLN,EUR,79849182,4.17280-,1,1
800,B,PLN,EUR,79849181,4.16000-,1,1
800,B,PLN,EUR,79849180,4.17040-,1,1
800,B,PLN,EUR,79849179,4.19740-,1,1
800,B,PLN,EUR,79849178,4.20400-,1,1
800,B,PLN,EUR,79849175,4.23260-,1,1
800,G,PLN,EUR,79849182,4.16830-,1,1
800,G,PLN,EUR,79849181,4.15600-,1,1
800,G,PLN,EUR,79849180,4.16640-,1,1
800,G,PLN,EUR,79849179,4.19440-,1,1
800,G,PLN,EUR,79849178,4.20100-,1,1
800,G,PLN,EUR,79849175,4.23060-,1,1
800,B,NOK,EUR,79849182,9.16430-,1,1
800,B,NOK,EUR,79849181,9.14780-,1,1
800,B,NOK,EUR,79849180,9.16210-,1,1
800,B,NOK,EUR,79849179,9.24730-,1,1
800,B,NOK,EUR,79849178,9.26670-,1,1
800,B,NOK,EUR,79849175,9.38800-,1,1
800,G,NOK,EUR,79849182,9.15930-,1,1
800,G,NOK,EUR,79849181,9.14210-,1,1
800,G,NOK,EUR,79849180,9.15910-,1,1
800,G,NOK,EUR,79849179,9.24230-,1,1
800,G,NOK,EUR,79849178,9.26200-,1,1
800,G,NOK,EUR,79849175,9.38060-,1,1
800,B,HKD,EUR,79849182,0.70930-,1,1
800,B,HKD,EUR,79849181,0.70460-,1,1
800,B,HKD,EUR,79849180,0.70450-,1,1
800,B,HKD,EUR,79849179,0.71450-,1,1
800,B,HKD,EUR,79849178,0.72000-,1,1
800,B,HKD,EUR,79849175,0.73120-,1,1
800,G,HKD,EUR,79849182,0.70910-,1,1
800,G,HKD,EUR,79849181,0.70440-,1,1
800,G,HKD,EUR,79849180,0.70440-,1,1
800,G,HKD,EUR,79849179,0.71400-,1,1
800,G,HKD,EUR,79849178,0.71980-,1,1
800,G,AED,EUR,79849182,4.07150-,1,1
800,B,AED,EUR,79849182,4.07200-,1,1
800,G,AED,EUR,79849181,4.06270-,1,1
800,B,AED,EUR,79849181,4.06360-,1,1
800,G,AED,EUR,79849180,4.05460-,1,1
800,B,AED,EUR,79849180,4.05580-,1,1
800,G,AED,EUR,79849179,4.10490-,1,1
800,B,AED,EUR,79849179,4.10620-,1,1
800,G,AED,EUR,79849178,4.14720-,1,1
800,B,AED,EUR,79849178,4.14770-,1,1
800,G,AED,EUR,79849175,4.21990-,1,1
800,B,AED,EUR,79849175,4.22080-,1,1
800,B,CZK,EUR,79849182,27.04200-,1,1
800,B,CZK,EUR,79849181,27.03600-,1,1
800,B,CZK,EUR,79849180,27.04000-,1,1
800,B,CZK,EUR,79849179,27.04500-,1,1
800,B,CZK,EUR,79849178,27.04000-,1,1
800,G,CZK,EUR,79849182,27.01200-,1,1
800,G,CZK,EUR,79849181,27.00600-,1,1
800,G,CZK,EUR,79849180,27.01000-,1,1
800,G,CZK,EUR,79849179,27.01500-,1,1
800,G,CZK,EUR,79849178,27.01000-,1,1
800,G,DKK,EUR,79849182,7.46310-,1,1
800,B,DKK,EUR,79849182,7.46380-,1,1
800,G,DKK,EUR,79849181,7.46320-,1,1
800,B,DKK,EUR,79849181,7.46370-,1,1
800,G,DKK,EUR,79849180,7.46320-,1,1
800,B,DKK,EUR,79849180,7.46380-,1,1
800,G,DKK,EUR,79849179,7.46230-,1,1
800,B,DKK,EUR,79849179,7.46280-,1,1
800,G,DKK,EUR,79849178,7.46300-,1,1
800,B,DKK,EUR,79849178,7.46350-,1,1
800,B,MXN,EUR,79849182,18.25900-,1,1
800,B,MXN,EUR,79849181,18.21470-,1,1
800,B,MXN,EUR,79849180,18.14400-,1,1
800,B,MXN,EUR,79849179,18.68470-,1,1
800,B,MXN,EUR,79849178,18.99400-,1,1
800,B,MXN,EUR,79849175,19.68640-,1,1
800,G,MXN,EUR,79849182,18.24610-,1,1
800,G,MXN,EUR,79849181,18.18060-,1,1
800,G,MXN,EUR,79849180,18.12920-,1,1
800,G,MXN,EUR,79849179,18.66590-,1,1
800,G,MXN,EUR,79849178,18.98270-,1,1
800,G,MXN,EUR,79849175,19.65530-,1,1
800,B,USD,EUR,79849480,1.12170-,1,1
800,B,USD,EUR,79849479,1.10930-,1,1
800,B,USD,EUR,79849478,1.11650-,1,1
800,B,USD,EUR,79849187,1.11440-,1,1
800,B,USD,EUR,79849186,1.11160-,1,1
800,B,USD,EUR,79849185,1.11760-,1,1
800,G,USD,EUR,79849480,1.12140-,1,1
800,G,USD,EUR,79849479,1.10920-,1,1
800,G,USD,EUR,79849478,1.11630-,1,1
800,G,USD,EUR,79849187,1.11430-,1,1
800,G,USD,EUR,79849186,1.11120-,1,1
800,G,USD,EUR,79849185,1.11730-,1,1
800,B,JPY,EUR,79849479,*4.22000-,1,1
800,B,JPY,EUR,79849478,*5.10000-,1,1
800,B,JPY,EUR,79849187,*8.56000-,1,1
800,B,JPY,EUR,79849186,*8.41000-,1,1
800,B,JPY,EUR,79849185,*8.72000-,1,1
800,G,JPY,EUR,79849480,*4.58000-,1,1
800,G,JPY,EUR,79849479,*4.21000-,1,1
800,G,JPY,EUR,79849478,*5.05000-,1,1
800,G,JPY,EUR,79849187,*8.53000-,1,1
800,G,JPY,EUR,79849186,*8.38000-,1,1
800,G,JPY,EUR,79849185,*8.65000-,1,1
800,B,GBP,EUR,79849480,0.72260-,1,1
800,B,GBP,EUR,79849479,0.71480-,1,1
800,B,GBP,EUR,79849478,0.71200-,1,1
800,B,GBP,EUR,79849187,0.71520-,1,1
800,B,GBP,EUR,79849186,0.71140-,1,1
800,B,GBP,EUR,79849185,0.71470-,1,1
800,G,GBP,EUR,79849480,0.72250-,1,1
800,G,GBP,EUR,79849479,0.71470-,1,1
800,G,GBP,EUR,79849478,0.71150-,1,1
800,G,GBP,EUR,79849187,0.71460-,1,1
800,G,GBP,EUR,79849186,0.71120-,1,1
800,G,GBP,EUR,79849185,0.71460-,1,1
800,B,CHF,EUR,79849480,1.04320-,1,1
800,B,CHF,EUR,79849479,1.04290-,1,1
800,B,CHF,EUR,79849478,1.04090-,1,1
800,B,CHF,EUR,79849187,1.08790-,1,1
800,B,CHF,EUR,79849186,1.08850-,1,1
800,B,CHF,EUR,79849185,1.08800-,1,1
800,G,CHF,EUR,79849479,1.04260-,1,1
800,G,CHF,EUR,79849478,1.04040-,1,1
800,G,CHF,EUR,79849187,1.08750-,1,1
800,G,CHF,EUR,79849186,1.08810-,1,1
800,G,CHF,EUR,79849185,1.08730-,1,1
800,B,ZAR,EUR,79849479,13.27380-,1,1
800,B,ZAR,EUR,79849478,13.14720-,1,1
800,G,ZAR,EUR,79849187,14.23580-,1,1
800,B,ZAR,EUR,79849187,14.24990-,1,1
800,G,ZAR,EUR,79849186,14.21330-,1,1
800,B,ZAR,EUR,79849186,14.22570-,1,1
800,G,ZAR,EUR,79849185,14.32280-,1,1
800,B,ZAR,EUR,79849185,14.33280-,1,1
800,B,ZAR,EUR,79849182,14.32900-,1,1
800,B,CAD,EUR,79849480,1.36520-,1,1
800,B,CAD,EUR,79849479,1.35720-,1,1
800,G,ZAR,EUR,79849479,13.26380-,1,1
800,B,CAD,EUR,79849478,1.36200-,1,1
800,G,ZAR,EUR,79849478,13.13970-,1,1
800,B,CAD,EUR,79849187,1.45120-,1,1
800,B,CAD,EUR,79849186,1.44510-,1,1
800,B,CAD,EUR,79849185,1.46100-,1,1
800,G,CAD,EUR,79849480,1.36490-,1,1
800,G,CAD,EUR,79849479,1.35700-,1,1
800,G,CAD,EUR,79849478,1.36180-,1,1
800,G,CAD,EUR,79849187,1.45080-,1,1
800,G,CAD,EUR,79849186,1.44450-,1,1
800,G,CAD,EUR,79849185,1.45990-,1,1
800,G,NZD,EUR,79849480,1.51160-,1,1
800,B,NZD,EUR,79849480,1.51310-,1,1
800,G,NZD,EUR,79849479,1.51330-,1,1
800,B,NZD,EUR,79849479,1.51500-,1,1
800,G,NZD,EUR,79849478,1.52420-,1,1
800,B,NZD,EUR,79849478,1.52590-,1,1
800,G,NZD,EUR,79849187,1.69120-,1,1
800,B,NZD,EUR,79849187,1.69290-,1,1
800,G,NZD,EUR,79849186,1.69010-,1,1
800,B,NZD,EUR,79849186,1.69050-,1,1
800,G,NZD,EUR,79849185,1.70280-,1,1
800,B,NZD,EUR,79849185,1.70460-,1,1
800,B,TWD,EUR,79849479,33.88800-,1,1
800,B,TWD,EUR,79849478,33.97370-,1,1
800,B,TWD,EUR,79849187,35.74440-,1,1
800,B,TWD,EUR,79849186,35.81360-,1,1
800,B,TWD,EUR,79849185,35.96690-,1,1
800,G,TWD,EUR,79849479,33.88270-,1,1
800,G,TWD,EUR,79849478,33.94780-,1,1
800,G,TWD,EUR,79849187,35.71890-,1,1
800,G,TWD,EUR,79849186,35.78820-,1,1
800,G,TWD,EUR,79849185,35.94130-,1,1
800,B,AUD,EUR,79849480,1.40700-,1,1
800,B,AUD,EUR,79849479,1.40630-,1,1
800,B,AUD,EUR,79849478,1.41420-,1,1
800,B,AUD,EUR,79849187,1.51930-,1,1
800,B,AUD,EUR,79849186,1.51490-,1,1
800,B,AUD,EUR,79849185,1.51250-,1,1
800,G,AUD,EUR,79849480,1.40560-,1,1
800,G,AUD,EUR,79849479,1.40500-,1,1
800,G,AUD,EUR,79849478,1.41410-,1,1
800,G,AUD,EUR,79849187,1.51890-,1,1
800,G,AUD,EUR,79849186,1.51460-,1,1
800,G,AUD,EUR,79849185,1.51200-,1,1
800,B,SEK,EUR,79849479,9.30420-,1,1
800,B,SEK,EUR,79849478,9.26200-,1,1
800,B,SEK,EUR,79849187,9.57860-,1,1
800,B,SEK,EUR,79849186,9.45040-,1,1
800,B,SEK,EUR,79849185,9.42490-,1,1
800,B,SEK,EUR,79849182,9.43350-,1,1
800,G,SEK,EUR,79849480,9.31210-,1,1
800,G,SEK,EUR,79849479,9.30120-,1,1
800,G,SEK,EUR,79849478,9.25700-,1,1
800,G,SEK,EUR,79849187,9.57440-,1,1
800,G,SEK,EUR,79849186,9.44490-,1,1
800,G,SEK,EUR,79849185,9.42150-,1,1
800,G,SEK,EUR,79849182,9.42800-,1,1
800,B,SAR,EUR,79849479,4.15990-,1,1
800,B,SAR,EUR,79849478,4.18680-,1,1
800,B,SAR,EUR,79849187,4.18010-,1,1
800,B,SAR,EUR,79849186,4.17030-,1,1
800,B,SAR,EUR,79849185,4.19270-,1,1
800,G,SAR,EUR,79849480,4.20410-,1,1
800,G,SAR,EUR,79849479,4.15920-,1,1
800,G,SAR,EUR,79849478,4.18590-,1,1
800,G,SAR,EUR,79849187,4.17920-,1,1
800,G,SAR,EUR,79849186,4.16890-,1,1
800,G,SAR,EUR,79849185,4.18990-,1,1
800,B,PLN,EUR,79849480,4.05620-,1,1
800,B,PLN,EUR,79849479,4.05900-,1,1
800,B,PLN,EUR,79849478,4.09600-,1,1
800,B,PLN,EUR,79849187,4.20550-,1,1
800,B,PLN,EUR,79849186,4.18750-,1,1
800,B,PLN,EUR,79849185,4.19150-,1,1
800,G,PLN,EUR,79849479,4.05600-,1,1
800,G,PLN,EUR,79849478,4.09300-,1,1
800,G,PLN,EUR,79849187,4.20250-,1,1
800,G,PLN,EUR,79849186,4.18450-,1,1
800,G,PLN,EUR,79849185,4.18850-,1,1
800,B,NOK,EUR,79849479,8.40990-,1,1
800,B,NOK,EUR,79849478,8.40990-,1,1
800,B,NOK,EUR,79849187,9.08540-,1,1
800,B,NOK,EUR,79849186,9.05650-,1,1
800,B,NOK,EUR,79849185,9.15010-,1,1
800,G,NOK,EUR,79849479,8.40490-,1,1
800,G,NOK,EUR,79849478,8.40690-,1,1
800,G,NOK,EUR,79849187,9.08040-,1,1
800,G,NOK,EUR,79849186,9.05150-,1,1
800,G,NOK,EUR,79849185,9.14510-,1,1
800,B,HKD,EUR,79849480,0.72260-,1,1
800,B,HKD,EUR,79849479,0.71480-,1,1
800,B,HKD,EUR,79849478,0.71200-,1,1
800,B,HKD,EUR,79849187,0.71520-,1,1
800,B,HKD,EUR,79849186,0.71140-,1,1
800,B,HKD,EUR,79849185,0.71470-,1,1
800,G,HKD,EUR,79849480,0.72250-,1,1
800,G,HKD,EUR,79849479,0.71470-,1,1
800,G,HKD,EUR,79849478,0.71150-,1,1
800,G,HKD,EUR,79849187,0.71460-,1,1
800,G,HKD,EUR,79849186,0.71120-,1,1
800,G,HKD,EUR,79849185,0.71460-,1,1
800,B,AED,EUR,79849480,4.11830-,1,1
800,B,AED,EUR,79849479,4.07420-,1,1
800,B,AED,EUR,79849478,4.10060-,1,1
800,G,AED,EUR,79849187,4.09280-,1,1
800,B,AED,EUR,79849187,4.09330-,1,1
800,G,AED,EUR,79849186,4.08220-,1,1
800,B,AED,EUR,79849186,4.08270-,1,1
800,G,AED,EUR,79849185,4.10340-,1,1
800,B,AED,EUR,79849185,4.10490-,1,1
800,G,AED,EUR,79849480,4.11740-,1,1
800,B,CZK,EUR,79849479,27.33700-,1,1
800,G,AED,EUR,79849479,4.07370-,1,1
800,B,CZK,EUR,79849478,27.36000-,1,1
800,G,AED,EUR,79849478,4.09980-,1,1
800,B,CZK,EUR,79849187,27.02500-,1,1
800,B,CZK,EUR,79849186,27.02600-,1,1
800,B,CZK,EUR,79849185,27.04700-,1,1
800,G,CZK,EUR,79849480,27.36700-,1,1
800,G,CZK,EUR,79849479,27.30700-,1,1
800,G,CZK,EUR,79849478,27.33000-,1,1
800,G,CZK,EUR,79849187,27.02100-,1,1
800,G,CZK,EUR,79849186,27.02200-,1,1
800,G,CZK,EUR,79849185,27.01700-,1,1
800,G,DKK,EUR,79849480,7.45860-,1,1
800,B,DKK,EUR,79849480,7.45910-,1,1
800,G,DKK,EUR,79849479,7.46000-,1,1
800,B,DKK,EUR,79849479,7.46060-,1,1
800,G,DKK,EUR,79849478,7.45750-,1,1
800,B,DKK,EUR,79849478,7.45800-,1,1
800,G,DKK,EUR,79849187,7.46200-,1,1
800,B,DKK,EUR,79849187,7.46250-,1,1
800,G,DKK,EUR,79849186,7.46310-,1,1
800,B,DKK,EUR,79849186,7.46370-,1,1
800,G,DKK,EUR,79849185,7.46310-,1,1
800,B,DKK,EUR,79849185,7.46360-,1,1
800,B,MXN,EUR,79849479,16.89040-,1,1
800,B,MXN,EUR,79849478,16.92510-,1,1
800,B,MXN,EUR,79849187,18.15350-,1,1
800,B,MXN,EUR,79849186,18.12960-,1,1
800,B,MXN,EUR,79849185,18.35550-,1,1
800,G,MXN,EUR,79849479,16.85960-,1,1
800,G,MXN,EUR,79849478,16.89380-,1,1
800,G,MXN,EUR,79849187,18.12540-,1,1
800,G,MXN,EUR,79849186,18.10210-,1,1
800,G,MXN,EUR,79849185,18.33360-,1,1
800,B,USD,EUR,79849487,1.12540-,1,1
800,B,USD,EUR,79849486,1.12260-,1,1
800,B,USD,EUR,79849485,1.14360-,1,1
800,B,USD,EUR,79849484,1.13600-,1,1
800,B,USD,EUR,79849481,1.14190-,1,1
800,G,USD,EUR,79849487,1.12530-,1,1
800,G,USD,EUR,79849486,1.12230-,1,1
800,G,USD,EUR,79849485,1.14330-,1,1
800,G,USD,EUR,79849484,1.13580-,1,1
800,G,USD,EUR,79849481,1.14160-,1,1
800,B,JPY,EUR,79849488,*3.74000-,1,1
800,B,JPY,EUR,79849487,*5.03000-,1,1
800,B,JPY,EUR,79849486,*4.46000-,1,1
800,B,JPY,EUR,79849485,*6.35000-,1,1
800,B,JPY,EUR,79849484,*6.14000-,1,1
800,B,JPY,EUR,79849481,*6.66000-,1,1
800,B,JPY,EUR,79849480,*4.61000-,1,1
800,G,JPY,EUR,79849487,*4.96000-,1,1
800,G,JPY,EUR,79849486,*4.41000-,1,1
800,G,JPY,EUR,79849485,*6.30000-,1,1
800,G,JPY,EUR,79849484,*6.09000-,1,1
800,G,JPY,EUR,79849481,*6.65000-,1,1
800,B,GBP,EUR,79849487,0.71830-,1,1
800,B,GBP,EUR,79849486,0.71610-,1,1
800,B,GBP,EUR,79849485,0.72470-,1,1
800,B,GBP,EUR,79849484,0.72250-,1,1
800,B,GBP,EUR,79849481,0.72820-,1,1
800,G,GBP,EUR,79849488,0.72010-,1,1
800,G,GBP,EUR,79849487,0.71780-,1,1
800,G,GBP,EUR,79849486,0.71540-,1,1
800,G,GBP,EUR,79849485,0.72290-,1,1
800,G,GBP,EUR,79849484,0.72230-,1,1
800,G,GBP,EUR,79849481,0.72770-,1,1
800,B,CHF,EUR,79849487,1.03970-,1,1
800,B,CHF,EUR,79849486,1.04200-,1,1
800,B,CHF,EUR,79849485,1.03890-,1,1
800,B,CHF,EUR,79849484,1.04580-,1,1
800,B,CHF,EUR,79849481,1.04750-,1,1
800,G,CHF,EUR,79849487,1.03890-,1,1
800,G,CHF,EUR,79849486,1.04160-,1,1
800,G,CHF,EUR,79849485,1.03870-,1,1
800,G,CHF,EUR,79849484,1.04510-,1,1
800,G,CHF,EUR,79849481,1.04730-,1,1
800,G,CHF,EUR,79849480,1.04280-,1,1
800,G,ZAR,EUR,79849487,13.64000-,1,1
800,B,ZAR,EUR,79849487,13.65000-,1,1
800,G,ZAR,EUR,79849486,13.44130-,1,1
800,B,ZAR,EUR,79849486,13.45510-,1,1
800,G,ZAR,EUR,79849485,13.55860-,1,1
800,B,ZAR,EUR,79849485,13.56860-,1,1
800,G,ZAR,EUR,79849484,13.45260-,1,1
800,B,ZAR,EUR,79849484,13.46260-,1,1
800,B,ZAR,EUR,79849481,13.52430-,1,1
800,B,ZAR,EUR,79849480,13.27720-,1,1
800,B,CAD,EUR,79849487,1.35480-,1,1
800,B,CAD,EUR,79849486,1.34520-,1,1
800,B,CAD,EUR,79849485,1.36640-,1,1
800,B,CAD,EUR,79849484,1.36640-,1,1
800,B,CAD,EUR,79849481,1.37640-,1,1
800,G,ZAR,EUR,79849481,13.51040-,1,1
800,G,ZAR,EUR,79849480,13.26350-,1,1
800,G,CAD,EUR,79849488,1.35240-,1,1
800,G,CAD,EUR,79849487,1.35450-,1,1
800,G,CAD,EUR,79849486,1.34410-,1,1
800,G,CAD,EUR,79849485,1.36620-,1,1
800,G,CAD,EUR,79849484,1.36590-,1,1
800,G,CAD,EUR,79849481,1.37590-,1,1
800,G,NZD,EUR,79849487,1.52360-,1,1
800,B,NZD,EUR,79849487,1.52530-,1,1
800,G,NZD,EUR,79849486,1.50790-,1,1
800,B,NZD,EUR,79849486,1.50940-,1,1
800,G,NZD,EUR,79849485,1.52440-,1,1
800,B,NZD,EUR,79849485,1.52610-,1,1
800,G,NZD,EUR,79849484,1.52570-,1,1
800,B,NZD,EUR,79849484,1.52740-,1,1
800,G,NZD,EUR,79849481,1.53870-,1,1
800,B,NZD,EUR,79849481,1.53920-,1,1
800,B,TWD,EUR,79849487,34.62600-,1,1
800,B,TWD,EUR,79849486,34.37510-,1,1
800,B,TWD,EUR,79849485,34.91410-,1,1
800,B,TWD,EUR,79849484,34.65070-,1,1
800,B,TWD,EUR,79849481,34.77850-,1,1
800,B,TWD,EUR,79849480,34.13830-,1,1
800,G,TWD,EUR,79849487,34.59990-,1,1
800,G,TWD,EUR,79849486,34.34910-,1,1
800,G,TWD,EUR,79849485,34.88780-,1,1
800,G,TWD,EUR,79849484,34.60750-,1,1
800,G,TWD,EUR,79849481,34.75530-,1,1
800,G,TWD,EUR,79849480,34.11840-,1,1
800,B,AUD,EUR,79849488,1.41300-,1,1
800,B,AUD,EUR,79849487,1.41150-,1,1
800,B,AUD,EUR,79849486,1.39700-,1,1
800,B,AUD,EUR,79849485,1.41300-,1,1
800,B,AUD,EUR,79849484,1.41910-,1,1
800,B,AUD,EUR,79849481,1.42650-,1,1
800,G,AUD,EUR,79849487,1.41020-,1,1
800,G,AUD,EUR,79849486,1.39570-,1,1
800,G,AUD,EUR,79849485,1.41270-,1,1
800,G,AUD,EUR,79849484,1.41780-,1,1
800,G,AUD,EUR,79849481,1.42640-,1,1
800,B,SEK,EUR,79849487,9.32660-,1,1
800,B,SEK,EUR,79849486,9.31480-,1,1
800,B,SEK,EUR,79849485,9.38780-,1,1
800,B,SEK,EUR,79849484,9.41820-,1,1
800,B,SEK,EUR,79849481,9.38370-,1,1
800,B,SEK,EUR,79849480,9.31490-,1,1
800,G,SEK,EUR,79849487,9.32490-,1,1
800,G,SEK,EUR,79849486,9.31080-,1,1
800,G,SEK,EUR,79849485,9.38280-,1,1
800,G,SEK,EUR,79849484,9.41420-,1,1
800,G,SEK,EUR,79849481,9.37820-,1,1
800,B,SAR,EUR,79849487,4.22050-,1,1
800,B,SAR,EUR,79849486,4.21000-,1,1
800,B,SAR,EUR,79849485,4.28870-,1,1
800,B,SAR,EUR,79849484,4.26110-,1,1
800,B,SAR,EUR,79849481,4.28270-,1,1
800,B,SAR,EUR,79849480,4.20470-,1,1
800,G,SAR,EUR,79849487,4.21990-,1,1
800,G,SAR,EUR,79849486,4.20890-,1,1
800,G,SAR,EUR,79849485,4.28780-,1,1
800,G,SAR,EUR,79849484,4.25940-,1,1
800,G,SAR,EUR,79849481,4.28140-,1,1
800,B,PLN,EUR,79849487,4.09050-,1,1
800,B,PLN,EUR,79849486,4.08410-,1,1
800,B,PLN,EUR,79849485,4.09390-,1,1
800,B,PLN,EUR,79849484,4.05470-,1,1
800,B,PLN,EUR,79849481,4.06000-,1,1
800,G,PLN,EUR,79849487,4.08750-,1,1
800,G,PLN,EUR,79849486,4.08060-,1,1
800,G,PLN,EUR,79849485,4.09040-,1,1
800,G,PLN,EUR,79849484,4.05070-,1,1
800,G,PLN,EUR,79849481,4.05700-,1,1
800,G,PLN,EUR,79849480,4.05320-,1,1
800,B,NOK,EUR,79849487,8.40780-,1,1
800,B,NOK,EUR,79849486,8.36800-,1,1
800,B,NOK,EUR,79849485,8.41480-,1,1
800,B,NOK,EUR,79849484,8.37710-,1,1
800,B,NOK,EUR,79849481,8.37350-,1,1
800,B,NOK,EUR,79849480,8.35350-,1,1
800,G,NOK,EUR,79849487,8.40390-,1,1
800,G,NOK,EUR,79849486,8.36400-,1,1
800,G,NOK,EUR,79849485,8.40980-,1,1
800,G,NOK,EUR,79849484,8.37210-,1,1
800,G,NOK,EUR,79849481,8.37050-,1,1
800,G,NOK,EUR,79849480,8.34850-,1,1
800,B,HKD,EUR,79849488,0.72090-,1,1
800,B,HKD,EUR,79849487,0.71830-,1,1
800,B,HKD,EUR,79849486,0.71610-,1,1
800,B,HKD,EUR,79849485,0.72470-,1,1
800,B,HKD,EUR,79849484,0.72250-,1,1
800,B,HKD,EUR,79849481,0.72820-,1,1
800,G,HKD,EUR,79849488,0.72010-,1,1
800,G,HKD,EUR,79849487,0.71780-,1,1
800,G,HKD,EUR,79849486,0.71540-,1,1
800,G,HKD,EUR,79849485,0.72290-,1,1
800,G,HKD,EUR,79849484,0.72230-,1,1
800,G,HKD,EUR,79849481,0.72770-,1,1
800,G,AED,EUR,79849487,4.13320-,1,1
800,B,AED,EUR,79849487,4.13370-,1,1
800,G,AED,EUR,79849486,4.12220-,1,1
800,B,AED,EUR,79849486,4.12340-,1,1
800,G,AED,EUR,79849485,4.19970-,1,1
800,B,AED,EUR,79849485,4.20060-,1,1
800,G,AED,EUR,79849484,4.17130-,1,1
800,B,AED,EUR,79849484,4.17320-,1,1
800,B,AED,EUR,79849481,4.19360-,1,1
800,B,CZK,EUR,79849488,27.43800-,1,1
800,B,CZK,EUR,79849487,27.42300-,1,1
800,B,CZK,EUR,79849486,27.43800-,1,1
800,B,CZK,EUR,79849485,27.49100-,1,1
800,B,CZK,EUR,79849484,27.39600-,1,1
800,B,CZK,EUR,79849481,27.40000-,1,1
800,G,AED,EUR,79849481,4.19270-,1,1
800,B,CZK,EUR,79849480,27.38900-,1,1
800,G,CZK,EUR,79849488,27.40800-,1,1
800,G,CZK,EUR,79849487,27.39300-,1,1
800,G,CZK,EUR,79849486,27.40800-,1,1
800,G,CZK,EUR,79849485,27.44600-,1,1
800,G,CZK,EUR,79849484,27.36600-,1,1
800,G,CZK,EUR,79849481,27.37000-,1,1
800,G,DKK,EUR,79849488,7.46270-,1,1
800,B,DKK,EUR,79849488,7.46320-,1,1
800,G,DKK,EUR,79849487,7.46250-,1,1
800,B,DKK,EUR,79849487,7.46300-,1,1
800,G,DKK,EUR,79849486,7.46260-,1,1
800,B,DKK,EUR,79849486,7.46290-,1,1
800,G,DKK,EUR,79849485,7.46460-,1,1
800,B,DKK,EUR,79849485,7.46490-,1,1
800,G,DKK,EUR,79849484,7.46470-,1,1
800,B,DKK,EUR,79849484,7.46520-,1,1
800,G,DKK,EUR,79849481,7.46350-,1,1
800,B,DKK,EUR,79849481,7.46420-,1,1
