MANDT,KURST,FCURR,TCURR,GDATU,UKURS,FFACT,TFACT
800,EURX,BRL,EUR,79849493,3.43940-,1,1
800,EURX,BRL,EUR,79849492,3.42180-,1,1
800,EURX,BRL,EUR,79849491,3.40600-,1,1
800,EURX,BRL,EUR,79849488,3.32770-,1,1
800,EURX,BRL,EUR,79849487,3.45140-,1,1
800,EURX,BRL,EUR,79849486,3.36840-,1,1
800,EURX,BRL,EUR,79849485,3.45720-,1,1
800,EURX,BRL,EUR,79849484,3.41190-,1,1
800,EURX,BRL,EUR,79849481,3.41610-,1,1
800,EURX,BRL,EUR,79849480,3.36530-,1,1
800,EURX,BRL,EUR,79849479,3.37590-,1,1
800,EURX,BRL,EUR,79849478,3.35300-,1,1
800,EURX,BRL,EUR,79849477,3.39310-,1,1
800,EURX,BRL,EUR,79849474,3.42500-,1,1
800,EURX,BRL,EUR,79849473,3.41210-,1,1
800,EURX,BRL,EUR,79849472,3.43350-,1,1
800,EURX,BRL,EUR,79849471,3.43730-,1,1
800,EURX,BRL,EUR,79849470,3.45220-,1,1
800,EURX,BRL,EUR,79849398,3.50660-,1,1
800,EURX,BRL,EUR,79849397,3.47350-,1,1
800,EURX,BRL,EUR,79849396,3.49370-,1,1
800,EURX,BRL,EUR,79849395,3.54980-,1,1
800,EURX,BRL,EUR,79849394,3.51890-,1,1
800,EURX,BRL,EUR,79849391,3.50230-,1,1
800,EURX,BRL,EUR,79849390,3.49250-,1,1
800,EURX,BRL,EUR,79849389,3.47610-,1,1
800,EURX,BRL,EUR,79849388,3.54790-,1,1
800,EURX,BRL,EUR,79849387,3.47200-,1,1
800,EURX,BRL,EUR,79849384,3.51340-,1,1
800,EURX,BRL,EUR,79849383,3.51500-,1,1
800,EURX,BRL,EUR,79849382,3.49520-,1,1
800,EURX,BRL,EUR,79849381,3.47780-,1,1
800,EURX,BRL,EUR,79849380,3.46650-,1,1
800,EURX,BRL,EUR,79849377,3.50890-,1,1
800,EURX,BRL,EUR,79849376,3.46550-,1,1
800,EURX,BRL,EUR,79849375,3.44420-,1,1
800,EURX,BRL,EUR,79849374,3.46890-,1,1
800,EURX,BRL,EUR,79849373,3.51570-,1,1
800,EURX,BRL,EUR,79849370,3.49590-,1,1
800,EURX,BRL,EUR,79849369,3.46990-,1,1
800,EURX,BRL,EUR,79849298,3.44510-,1,1
800,EURX,BRL,EUR,79849297,3.48500-,1,1
800,EURX,BRL,EUR,79849296,3.45840-,1,1
800,EURX,BRL,EUR,79849293,3.46590-,1,1
800,EURX,BRL,EUR,79849292,3.45470-,1,1
800,EURX,BRL,EUR,79849291,3.53340-,1,1
800,EURX,BRL,EUR,79849290,3.56770-,1,1
800,EURX,BRL,EUR,79849289,3.56260-,1,1
800,EURX,BRL,EUR,79849286,3.50910-,1,1
800,EURX,BRL,EUR,79849285,3.45150-,1,1
800,EURX,BRL,EUR,79849284,3.46060-,1,1
800,EURX,BRL,EUR,79849283,3.42190-,1,1
800,EURX,BRL,EUR,79849282,3.44550-,1,1
800,EURX,BRL,EUR,79849279,3.46660-,1,1
800,EURX,BRL,EUR,79849278,3.46800-,1,1
800,EURX,BRL,EUR,79849277,3.48160-,1,1
800,EURX,BRL,EUR,79849276,3.59320-,1,1
800,EURX,BRL,EUR,79849275,3.64660-,1,1
800,EURX,BRL,EUR,79849272,3.73540-,1,1
800,EURX,BRL,EUR,79849271,3.69160-,1,1
800,EURX,BRL,EUR,79849270,3.71630-,1,1
800,EURX,BRL,EUR,79849269,3.67350-,1,1
800,EURX,BRL,EUR,79849268,3.69740-,1,1
800,EURX,BRL,EUR,79849196,3.78240-,1,1
800,EURX,BRL,EUR,79849195,3.77180-,1,1
800,EURX,BRL,EUR,79849194,3.77210-,1,1
800,EURX,BRL,EUR,79849193,3.82730-,1,1
800,EURX,BRL,EUR,79849192,3.85790-,1,1
800,EURX,BRL,EUR,79849189,3.85590-,1,1
800,EURX,BRL,EUR,79849188,3.83660-,1,1
800,EURX,BRL,EUR,79849187,3.85970-,1,1
800,EURX,BRL,EUR,79849186,3.87930-,1,1
800,EURX,BRL,EUR,79849185,3.91000-,1,1
800,EURX,BRL,EUR,79849182,3.88510-,1,1
800,EURX,BRL,EUR,79849181,3.85640-,1,1
800,EURX,BRL,EUR,79849179,3.91900-,1,1
800,EURX,BRL,EUR,79849178,3.91610-,1,1
800,EURX,BRL,EUR,79849175,4.09350-,1,1
800,EURX,BRL,EUR,79849174,4.06210-,1,1
800,EURX,BRL,EUR,79849173,4.09540-,1,1
800,EURX,BRL,EUR,79849172,4.04350-,1,1
800,EURX,BRL,EUR,79849171,4.01710-,1,1
800,EURX,BRL,EUR,79849098,4.10660-,1,1
800,EURX,BRL,EUR,79849097,4.19920-,1,1
800,EURX,BRL,EUR,79849096,4.26720-,1,1
800,EURX,BRL,EUR,79849095,4.20660-,1,1
800,EURX,BRL,EUR,79849091,4.23460-,1,1
800,EURX,BRL,EUR,79849090,4.23400-,1,1
800,EURX,BRL,EUR,79849089,4.34890-,1,1
800,EURX,BRL,EUR,79849088,4.32720-,1,1
800,EURX,BRL,EUR,79849085,4.36780-,1,1
800,EURX,BRL,EUR,79849084,4.34860-,1,1
800,EURX,BRL,EUR,79849083,4.31340-,1,1
800,EURX,BRL,EUR,79849082,4.36960-,1,1
800,EURX,BRL,EUR,79849081,4.43700-,1,1
800,EURX,BRL,EUR,79849078,4.45290-,1,1
800,EURX,BRL,EUR,79849077,4.48090-,1,1
800,EURX,BRL,EUR,79849076,4.47940-,1,1
800,EURX,BRL,EUR,79849075,4.73040-,1,1
800,EURX,BRL,EUR,79849074,4.33830-,1,1
800,EURX,BRL,EUR,79849071,4.47870-,1,1
800,EURX,BRL,EUR,79849070,4.58340-,1,1
800,EURX,BRL,EUR,79849069,4.48080-,1,1
800,EURX,BRL,EUR,79848998,4.40230-,1,1
800,EURX,BRL,EUR,79848997,4.46800-,1,1
800,EURX,BRL,EUR,79848994,4.40590-,1,1
800,EURX,BRL,EUR,79848993,4.42090-,1,1
800,EURX,BRL,EUR,79848992,4.32380-,1,1
800,EURX,BRL,EUR,79848991,4.35740-,1,1
800,EURX,BRL,EUR,79848990,4.26010-,1,1
800,EURX,BRL,EUR,79848987,4.28180-,1,1
800,EURX,BRL,EUR,79839888,4.37860-,1,1
800,EURX,BRL,EUR,79839887,4.37040-,1,1
800,EURX,BRL,EUR,79839886,4.32140-,1,1
800,EURX,BRL,EUR,79839885,4.37300-,1,1
800,EURX,BRL,EUR,79839884,4.41390-,1,1
800,EURX,BRL,EUR,79839881,4.39290-,1,1
800,EURX,BRL,EUR,79839880,4.37580-,1,1
800,EURX,BRL,EUR,79839696,4.19490-,1,1
800,EURX,BRL,EUR,79839695,4.08340-,1,1
800,EURX,BRL,EUR,79839692,4.12280-,1,1
800,EURX,BRL,EUR,79839691,4.16900-,1,1
800,EURX,BRL,EUR,79839690,4.07400-,1,1
800,EURX,BRL,EUR,79839689,3.97200-,1,1
800,EURX,BRL,EUR,79839688,4.04010-,1,1
800,EURX,BRL,EUR,79839685,4.02610-,1,1
800,EURX,BRL,EUR,79839392,3.97880-,1,1
800,EURX,BRL,EUR,79839391,3.87860-,1,1
800,EURX,BRL,EUR,79839390,3.83780-,1,1
800,EURX,BRL,EUR,79839389,3.86620-,1,1
800,EURX,BRL,EUR,79839386,3.87600-,1,1
800,EURX,BRL,EUR,79839385,3.92730-,1,1
800,EURX,BRL,EUR,79839384,3.89450-,1,1
800,EURX,BRL,EUR,79839383,3.89430-,1,1
800,EURX,BRL,EUR,79839382,3.89420-,1,1
800,EURX,BRL,EUR,79839379,3.82860-,1,1
800,EURX,BRL,EUR,79839378,3.81000-,1,1
800,EURX,BRL,EUR,79839377,3.83570-,1,1
800,EURX,BRL,EUR,79839376,3.81720-,1,1
800,EURX,BRL,EUR,79839375,3.80630-,1,1
800,EURX,BRL,EUR,79839372,3.74300-,1,1
800,EURX,BRL,EUR,79839371,3.71830-,1,1
800,EURX,BRL,EUR,79839370,3.62160-,1,1
800,EURX,BRL,EUR,79839369,3.58980-,1,1
800,EURX,BRL,EUR,79839298,3.58370-,1,1
800,EURX,BRL,EUR,79839295,3.61310-,1,1
800,EURX,BRL,EUR,79839294,3.66550-,1,1
800,EURX,BRL,EUR,79839293,3.67870-,1,1
800,EURX,BRL,EUR,79839292,3.68940-,1,1
800,EURX,BRL,EUR,79839291,3.69420-,1,1
800,EURX,BRL,EUR,79839288,3.66510-,1,1
800,EURX,BRL,EUR,79839287,3.64140-,1,1
800,EURX,BRL,EUR,79839286,3.65170-,1,1
800,EURX,BRL,EUR,79839285,3.60410-,1,1
800,EURX,BRL,EUR,79839284,3.62320-,1,1
800,EURX,BRL,EUR,79839281,3.59630-,1,1
800,EURX,BRL,EUR,79839280,3.60780-,1,1
800,EURX,BRL,EUR,79839279,3.57610-,1,1
800,EURX,BRL,EUR,79839278,3.58040-,1,1
800,EURX,BRL,EUR,79839277,3.61380-,1,1
800,EURX,BRL,EUR,79839274,3.57580-,1,1
800,EURX,BRL,EUR,79839273,3.60800-,1,1
800,EURX,BRL,EUR,79839272,3.60560-,1,1
800,EURX,BRL,EUR,79839271,3.63060-,1,1
800,EURX,BRL,EUR,79839270,3.64780-,1,1
800,EURX,BRL,EUR,79839198,3.63610-,1,1
800,EURX,BRL,EUR,79839197,3.65490-,1,1
800,EURX,BRL,EUR,79839196,3.66060-,1,1
800,EURX,BRL,EUR,79839195,3.58940-,1,1
800,EURX,BRL,EUR,79839194,3.55010-,1,1
800,EURX,BRL,EUR,79839191,3.52390-,1,1
800,EURX,BRL,EUR,79839190,3.50450-,1,1
800,EURX,BRL,EUR,79839189,3.49110-,1,1
800,EURX,BRL,EUR,79839188,3.51560-,1,1
800,EURX,BRL,EUR,79839187,3.52870-,1,1
800,EURX,BRL,EUR,79839184,3.54630-,1,1
800,EURX,BRL,EUR,79839183,3.57410-,1,1
800,EURX,BRL,EUR,79839182,3.62380-,1,1
800,EURX,BRL,EUR,79839181,3.64840-,1,1
800,EURX,BRL,EUR,79839180,3.66590-,1,1
800,EURX,BRL,EUR,79839177,3.63390-,1,1
800,EURX,BRL,EUR,79839176,3.61460-,1,1
800,EURX,BRL,EUR,79839175,3.64630-,1,1
800,EURX,BRL,EUR,79839174,3.63650-,1,1
800,EURX,BRL,EUR,79839173,3.64410-,1,1
800,EURX,BRL,EUR,79839170,3.67100-,1,1
800,EURX,BRL,EUR,79839169,3.59910-,1,1
800,EURX,BRL,EUR,79839168,3.60160-,1,1
800,EURX,BRL,EUR,79839098,3.60260-,1,1
800,EURX,BRL,EUR,79839097,3.65490-,1,1
800,EURX,BRL,EUR,79839084,3.74390-,1,1
800,EURX,BRL,EUR,79839083,3.69930-,1,1
800,EURX,BRL,EUR,79839080,3.64400-,1,1
800,EURX,BRL,EUR,79839079,3.64730-,1,1
800,EURX,BRL,EUR,79839078,3.61370-,1,1
800,EURX,BRL,EUR,79839077,3.59400-,1,1
800,EURX,BRL,EUR,79839076,3.59310-,1,1
800,EURX,BRL,EUR,79839073,3.65220-,1,1
800,EURX,BRL,EUR,79839072,3.62150-,1,1
800,EURX,BRL,EUR,79839071,3.63890-,1,1
800,EURX,BRL,EUR,79839070,3.63000-,1,1
800,EURX,BRL,EUR,79839069,3.62100-,1,1
800,EURX,BRL,EUR,79838996,3.64090-,1,1
800,EURX,BRL,EUR,79838995,3.58160-,1,1
800,EURX,BRL,EUR,79838994,3.63740-,1,1
800,EURX,BRL,EUR,79838993,3.62060-,1,1
800,EURX,BRL,EUR,79838992,3.60870-,1,1
800,EURX,BRL,EUR,79838989,3.58860-,1,1
800,EURX,BRL,EUR,79838988,3.56340-,1,1
800,EURX,BRL,EUR,79838987,3.52560-,1,1
800,EURX,BRL,EUR,79838986,3.53370-,1,1
800,EURX,BRL,EUR,79838985,3.49940-,1,1
800,EURX,BRL,EUR,79838982,3.51470-,1,1
800,EURX,BRL,EUR,79838981,3.50730-,1,1
800,EURX,BRL,EUR,79838980,3.50630-,1,1
800,EURX,BRL,EUR,79838979,3.46290-,1,1
800,EURX,BRL,EUR,79838978,3.43400-,1,1
800,EURX,BRL,EUR,79838975,3.42000-,1,1
800,EURX,BRL,EUR,79838974,3.38720-,1,1
800,EURX,BRL,EUR,79838973,3.40650-,1,1
800,EURX,BRL,EUR,79838972,3.42610-,1,1
800,EURX,BRL,EUR,79838971,3.48410-,1,1
800,EURX,BRL,EUR,79838968,3.48360-,1,1
800,EURX,BRL,EUR,79838898,3.52390-,1,1
800,EURX,BRL,EUR,79838897,3.59670-,1,1
800,EURX,BRL,EUR,79838895,3.59960-,1,1
800,EURX,BRL,EUR,79838892,3.54450-,1,1
800,EURX,BRL,EUR,79838891,3.53640-,1,1
800,EURX,BRL,EUR,79838890,3.55650-,1,1
800,EURX,BRL,EUR,79838889,3.58150-,1,1
800,EURX,BRL,EUR,79838888,3.72080-,1,1
800,EURX,BRL,EUR,79838885,3.71530-,1,1
800,EURX,BRL,EUR,79838884,3.70060-,1,1
800,EURX,BRL,EUR,79838883,3.67910-,1,1
800,EURX,BRL,EUR,79838882,3.65500-,1,1
800,EURX,BRL,EUR,79838881,3.60490-,1,1
800,EURX,BRL,EUR,79838878,3.56670-,1,1
800,EURX,BRL,EUR,79838877,3.54970-,1,1
800,EURX,BRL,EUR,79838876,3.58600-,1,1
800,EURX,BRL,EUR,79838875,3.59090-,1,1
800,EURX,BRL,EUR,79838874,3.63940-,1,1
800,EURX,BRL,EUR,79838871,3.59090-,1,1
800,EURX,BRL,EUR,79838870,3.60090-,1,1
800,EURX,BRL,EUR,79838869,3.61180-,1,1
800,EURX,BRL,EUR,79838798,3.65970-,1,1
800,EURX,BRL,EUR,79838797,3.69090-,1,1
800,EURX,BRL,EUR,79838794,3.70440-,1,1
800,EURX,BRL,EUR,79838793,3.68370-,1,1
800,EURX,BRL,EUR,79838792,3.64570-,1,1
800,EURX,BRL,EUR,79838791,3.65990-,1,1
800,EURX,BRL,EUR,79838790,3.58150-,1,1
800,EURX,BRL,EUR,79838787,3.59530-,1,1
800,EURX,BRL,EUR,79838786,3.53250-,1,1
800,EURX,BRL,EUR,79838785,3.52420-,1,1
800,EURX,BRL,EUR,79838784,3.52980-,1,1
800,EURX,BRL,EUR,79838783,3.50810-,1,1
800,EURX,BRL,EUR,79838780,3.51910-,1,1
800,EURX,BRL,EUR,79838779,3.48010-,1,1
800,EURX,BRL,EUR,79838778,3.47290-,1,1
800,EURX,BRL,EUR,79838777,3.47610-,1,1
800,EURX,BRL,EUR,79838776,3.41460-,1,1
800,EURX,BRL,EUR,79838772,3.42560-,1,1
800,EURX,BRL,EUR,79838771,3.40260-,1,1
800,EURX,BRL,EUR,79838770,3.41230-,1,1
800,EURX,BRL,EUR,79838769,3.43050-,1,1
800,EURX,BRL,EUR,79829897,3.42650-,1,1
800,EURX,BRL,EUR,79829896,3.39160-,1,1
800,EURX,BRL,EUR,79829895,3.37840-,1,1
800,EURX,BRL,EUR,79829894,3.37420-,1,1
800,EURX,BRL,EUR,79829893,3.39050-,1,1
800,EURX,BRL,EUR,79829890,3.37800-,1,1
800,EURX,BRL,EUR,79829889,3.37430-,1,1
800,EURX,BRL,EUR,79829888,3.37860-,1,1
800,EURX,BRL,EUR,79829887,3.37180-,1,1
800,EURX,BRL,EUR,79829886,3.40970-,1,1
800,EURX,BRL,EUR,79829883,3.41300-,1,1
800,EURX,BRL,EUR,79829882,3.43050-,1,1
800,EURX,BRL,EUR,79829682,3.33420-,1,1
800,EURX,BRL,EUR,79829881,3.43670-,1,1
800,EURX,BRL,EUR,79829880,3.42230-,1,1
800,EURX,BRL,EUR,79829879,3.39770-,1,1
800,EURX,BRL,EUR,79829876,3.38730-,1,1
800,EURX,BRL,EUR,79829875,3.40000-,1,1
800,EURX,BRL,EUR,79829874,3.40570-,1,1
800,EURX,BRL,EUR,79829873,3.40930-,1,1
800,EURX,BRL,EUR,79829872,3.38340-,1,1
800,EURX,BRL,EUR,79829869,3.33180-,1,1
800,EURX,BRL,EUR,79829868,3.35350-,1,1
800,EURX,BRL,EUR,79829798,3.39180-,1,1
800,EURX,BRL,EUR,79829797,3.36590-,1,1
800,EURX,BRL,EUR,79829796,3.36410-,1,1
800,EURX,BRL,EUR,79829793,3.34080-,1,1
800,EURX,BRL,EUR,79829792,3.33780-,1,1
800,EURX,BRL,EUR,79829791,3.33300-,1,1
800,EURX,BRL,EUR,79829790,3.33290-,1,1
800,EURX,BRL,EUR,79829789,3.30700-,1,1
800,EURX,BRL,EUR,79829786,3.31590-,1,1
800,EURX,BRL,EUR,79829785,3.28810-,1,1
800,EURX,BRL,EUR,79829784,3.25050-,1,1
800,EURX,BRL,EUR,79829783,3.24020-,1,1
800,EURX,BRL,EUR,79829782,3.29280-,1,1
800,EURX,BRL,EUR,79829779,3.28840-,1,1
800,EURX,BRL,EUR,79829778,3.26230-,1,1
800,EURX,BRL,EUR,79829777,3.24220-,1,1
800,EURX,BRL,EUR,79829776,3.24120-,1,1
800,EURX,BRL,EUR,79829775,3.27700-,1,1
800,EURX,BRL,EUR,79829771,3.28100-,1,1
800,EURX,BRL,EUR,79829772,3.29160-,1,1
800,EURX,CNY,EUR,79829698,7.24720-,1,1
800,EURX,BRL,EUR,79829697,3.26870-,1,1
800,EURX,BRL,EUR,79829696,3.30800-,1,1
800,EURX,BRL,EUR,79829693,3.28960-,1,1
800,EURX,BRL,EUR,79829692,3.29740-,1,1
800,EURX,BRL,EUR,79829691,3.31510-,1,1
800,EURX,BRL,EUR,79829690,3.34360-,1,1
800,EURX,BRL,EUR,79829689,3.36940-,1,1
800,EURX,BRL,EUR,79829686,3.36090-,1,1
800,EURX,BRL,EUR,79829685,3.35910-,1,1
800,EURX,BRL,EUR,79829684,3.35530-,1,1
800,EURX,BRL,EUR,79829683,3.32440-,1,1
800,EURX,BRL,EUR,79829679,3.34160-,1,1
800,EURX,BRL,EUR,79829678,3.31750-,1,1
800,EURX,BRL,EUR,79829676,3.36080-,1,1
800,EURX,BRL,EUR,79829677,3.34840-,1,1
800,EURX,BRL,EUR,79848869,4.07090-,1,1
800,EURX,BRL,EUR,79848798,4.12550-,1,1
800,EURX,BRL,EUR,79848797,4.08840-,1,1
800,EURX,BRL,EUR,79848796,4.04760-,1,1
800,EURX,BRL,EUR,79848795,4.11800-,1,1
800,EURX,BRL,EUR,79848792,4.04250-,1,1
800,EURX,BRL,EUR,79848791,4.12970-,1,1
800,EURX,BRL,EUR,79848790,4.12470-,1,1
800,EURX,BRL,EUR,79869179,3.20910-,1,1
800,EURX,BRL,EUR,79869876,2.72050-,1,1
800,EURX,BRL,EUR,79878970,2.61690-,1,1
800,EURX,BRL,EUR,79878973,2.61480-,1,1
800,EURX,BRL,EUR,79878974,2.63450-,1,1
800,EURX,BRL,EUR,79878975,2.62130-,1,1
800,EURX,BRL,EUR,79878976,2.63730-,1,1
800,EURX,THB,EUR,79869191,41.75000-,1,1
800,EURX,THB,EUR,79869192,41.83100-,1,1
800,EURX,THB,EUR,79869193,41.69900-,1,1
