MANDT,BUKRS,BELNR,GJAHR,BLART,BLDAT,BUDAT,MONAT,CPUDT,CPUTM,AEDAT,UPDDT,WWERT,USNAM,TCODE,BVORG,XBLNR,DBBLG,STBLG,STJAH,BKTXT,WAERS,KURSF,KZWRS,KZKRS,BSTAT,XNETB,FRATH,XRUEB,GLVOR,GRPID,DOKID,ARCID,IBLAR,AWTYP,AWKEY,FIKRS,HWAER,HWAE2,HWAE3,KURS2,KURS3,BASW2,BASW3,UMRD2,UMRD3,XSTOV,STODT,XMWST,CURT2,CURT3,KUTY2,KUTY3,XSNET,AUSBK,XUSVR,DUEFL,AWSYS,TXKRS,CTXKRS,LOTKZ,XWVOF,STGRD,PPNAM,BRNCH,NUMPG,ADISC,XREF1_HD,XREF2_HD,XREVERSAL,REINDAT,RLDNR,LDGRP,PROPMANO,XBLNR_ALT,VATDATE,DOCCAT,XSPLIT,CASH_ALLOC,FOLLOW_ON,XREORG,SUBSET,KURST,KURSX,KUR2X,KUR3X,XMCA,RESUBMISSION,/SAPF15/STATUS,PSOTY,PSOAK,PSOKS,PSOSG,PSOFN,INTFORM,INTDATE,PSOBT,PSOZL,PSODT,PSOTM,FM_UMART,CCINS,CCNUM,SSBLK,BATCH,SNAME,SAMPLED,EXCLUDE_FLAG,BLIND,OFFSET_STATUS,OFFSET_REFER_DAT,PENRC,KNUMV
800,GR78,1600000000,2020,DG,20200515,20200515,05,20200515,141038,00000000,00000000,20200515,STUDENT024,FB75,,,,,0000,,EUR,0.00000,,0.00000,,,0.00,,RFBU,,,,,BKPF,1600000000GR782020,,EUR,EUR,GBP,0.00000,0.83333,2,2,3,3,,00000000,,30,40,M,M,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,M,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,1000,0100000124,2021,SA,20210426,20210430,04,20210426,044344,00000000,00000000,20210430,STUDENT027,KSU5,,,,,0000,UML27 20210101Umlage Bera,EUR,0.00000,,0.00000,,,0.00,,COFI,,,,,COBK,06000681711000,1000,EUR,EUR,USD,0.00000,1.09000,2,2,3,3,,00000000,,30,40,M,M,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,COFI,M,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,1000,0100000125,2021,SA,20210426,20210430,04,20210426,044732,00000000,00000000,20210430,STUDENT027,KSU5,,,,,0000,UML27 20210101Umlage Bera,EUR,0.00000,,0.00000,,,0.00,,COFI,,,,,COBK,06000681721000,1000,EUR,EUR,USD,0.00000,1.09000,2,2,3,3,,00000000,,30,40,M,M,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,COFI,M,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,1000,0100000019,2021,WA,20210305,20210305,03,20210305,145948,00000000,00000000,20210305,STUDENT031,MIGO_GI,,,,,0000,,EUR,0.00000,,0.00000,,,0.00,,RMWA,,,,,MKPF,49000000692021,1000,EUR,EUR,USD,0.00000,1.09000,2,2,3,3,,00000000,,30,40,M,M,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,M,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,1000,0100000126,2021,SA,20210426,20210430,04,20210426,044823,00000000,00000000,20210430,STUDENT027,KSU5,,,,,0000,UML27 20210101Umlage Bera,EUR,0.00000,,0.00000,,,0.00,,COFI,,,,,COBK,06000681731000,1000,EUR,EUR,USD,0.00000,1.09000,2,2,3,3,,00000000,,30,40,M,M,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,COFI,M,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,1000,0100000117,2021,KR,20210421,20210422,04,20210422,045344,20210426,00000000,20210422,STUDENT125,FB60,,,,,0000,,EUR,0.00000,,0.00000,,,0.00,,RFBU,,,,,BKPF,010000011710002021,1000,EUR,EUR,USD,0.00000,1.09000,2,2,3,3,,00000000,,30,40,M,M,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,M,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,1000,0100000118,2021,KR,20210421,20210422,04,20210422,083534,20210426,00000000,20210422,STUDENT125,FB60,,,,,0000,,EUR,0.00000,,0.00000,,,0.00,,RFBU,,,,,BKPF,010000011810002021,1000,EUR,EUR,USD,0.00000,1.09000,2,2,3,3,,00000000,X,30,40,M,M,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,M,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,1000,5100000002,2020,RE,20200505,20200404,04,20200505,064500,20210426,00000000,20200404,STUDENT032,MIRO,,4500023187,,,0000,,EUR,1.00000,,0.00000,,,0.00,,RMRP,,,,,RMRP,51056099952020,1000,EUR,EUR,USD,1.00000,1.14730,2,2,3,3,,00000000,X,30,40,M,M,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,INVREC,,,,,,M,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,1000,5100000004,2020,RE,20200505,20200505,05,20200505,125638,20210426,00000000,20200505,STUDENT032,MIRO,,,,,0000,,EUR,1.00000,,0.00000,,,0.00,,RMRP,,,,,RMRP,51056099972020,1000,EUR,EUR,USD,1.00000,1.14730,2,2,3,3,,00000000,X,30,40,M,M,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,INVREC,,,,,,M,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,1710,0000100000,2020,SA,20200430,20200430,04,20200430,184824,00000000,00000000,20200430,STUDENT070,FB01,,,,,0000,,USD,0.00000,,0.00000,,,0.00,,RFBU,,,,,BKPF,000010000017102020,,USD,USD,,0.00000,0.00000,1,,1,,,00000000,,60,,M,,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,60M,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,1710,0000100001,2020,SA,20200430,20200430,04,20200430,185039,00000000,00000000,20200430,STUDENT070,FB01,,,,,0000,,USD,0.00000,,0.00000,,,0.00,,RFBU,,,,,BKPF,000010000117102020,,USD,USD,,0.00000,0.00000,1,,1,,,00000000,,60,,M,,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,60M,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,1710,0000100003,2020,SA,20200430,20200430,04,20200430,194947,00000000,00000000,20200430,STUDENT070,FB01,,SUBSTI,,,0000,,USD,0.00000,,0.00000,,,0.00,,RFBU,,,,,BKPF,000010000317102020,,USD,USD,,0.00000,0.00000,1,,1,,,00000000,,60,,M,,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,60M,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,8500,1800000000,2020,CI,20200102,20200102,01,20200102,061106,00000000,00000000,20200102,STUDENT066,FB01,,,,,0000,,AUD,0.00000,,0.00000,,,0.00,,RFBU,,,,,BKPF,180000000085002020,,AUD,EUR,USD,0.78948,0.90578,2,2,3,3,,00000000,,30,40,M,M,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,M,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,0001,5000000647,2019,WE,20200103,20190721,07,20200103,044247,00000000,00000000,20190721,STUDENT057,MIGO_GR,,,,,0000,,USD,0.87161,,0.00000,,,0.00,X,RMWE,,,,,MKPF,50000021402019,,EUR,EUR,USD,0.00000,1.14730,2,2,3,3,,00000000,,30,40,M,M,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,M,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,0001,5000000648,2019,WE,20200106,20190721,07,20200106,074045,00000000,00000000,20190721,STUDENT057,MIGO_GR,,,,,0000,,USD,0.87161,,0.00000,,,0.00,X,RMWE,,,,,MKPF,50000021412019,,EUR,EUR,USD,0.00000,1.14730,2,2,3,3,,00000000,,30,40,M,M,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,M,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,8700,0100000000,2020,SA,20200112,20200112,07,20200112,045556,00000000,00000000,20200112,STUDENT066,FB01,,,,,0000,,AUD,0.00000,,0.00000,,,0.00,,RFBU,,,,,BKPF,010000000087002020,,AUD,EUR,USD,0.78948,0.90578,2,2,3,3,,00000000,X,30,40,M,M,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,B,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,8700,0100000001,2020,SA,20200113,20200113,07,20200113,060047,00000000,00000000,20200113,STUDENT066,FB01,,,,,0000,,AUD,0.00000,,0.00000,,,0.00,,RFBU,,,,,BKPF,010000000187002020,,AUD,EUR,USD,0.78948,0.90578,2,2,3,3,,00000000,,30,40,M,M,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,B,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,8700,0100000002,2020,SA,20200113,20200113,07,20200113,060225,00000000,00000000,20200113,STUDENT066,FB01,,,,,0000,,AUD,0.00000,,0.00000,,,0.00,,RFBU,,,,,BKPF,010000000287002020,,AUD,EUR,USD,0.78948,0.90578,2,2,3,3,,00000000,,30,40,M,M,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,B,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,8700,0100000003,2020,SA,20200113,20200113,07,20200113,060817,00000000,00000000,20200113,STUDENT066,FB01,,,,,0000,,AUD,0.00000,,0.00000,,,0.00,,RFBU,,,,,BKPF,010000000387002020,,AUD,EUR,USD,0.78948,0.90578,2,2,3,3,,00000000,,30,40,M,M,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,B,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,L001,0000100000,2020,SA,20200202,20200202,02,20200202,090518,00000000,00000000,20200202,STUDENT056,FB01,,FEB 20 SALARY,,,0000,Feb 20 salary paid,USD,0.00000,,0.00000,,,0.00,,RFBU,,,,,BKPF,0000100000L0012020,,USD,,,0.00000,0.00000,,,,,,00000000,X,,,,,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,B,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,L001,0000100001,2020,SA,20200202,20200202,02,20200202,094232,20200202,00000000,20200202,STUDENT056,FB50,,,,,0000,,USD,0.00000,,0.00000,,,0.00,,RFBU,,,,,BKPF,0000100001L0012020,,USD,,,0.00000,0.00000,,,,,,00000000,,,,,,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,B,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,L001,0000100013,2020,SA,20200131,20200131,01,20200207,001730,00000000,00000000,20200131,STUDENT056,FB01,,LOAN  INT JAN 20,,,0000,,USD,0.00000,,0.00000,,,0.00,,RFBU,LOANINT 0120,,,,BKPF,0000100013L0012020,,USD,,,0.00000,0.00000,,,,,,00000000,,,,,,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,B,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,L001,0000100002,2020,SA,20200204,20200204,02,20200204,162632,00000000,00000000,20200204,STUDENT056,FB01,,LEGAL FEE ACCR,,,0000,Legal Fee Accrual,USD,0.00000,,0.00000,,,0.00,,RFBU,,,,,BKPF,0000100002L0012020,,USD,,,0.00000,0.00000,,,,,,00000000,,,,,,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,B,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,L001,0000100003,2020,SA,20200204,20200204,02,20200204,163343,00000000,00000000,20200204,STUDENT056,FB01,,LEGAL FEE ACCR,,,0000,Legal Fee Accrual,USD,0.00000,,0.00000,,,0.00,,RFBU,,,,,BKPF,0000100003L0012020,,USD,,,0.00000,0.00000,,,,,,00000000,,,,,,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,B,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,L001,0000100004,2020,SA,20200204,20200204,02,20200204,163935,00000000,00000000,20200204,STUDENT056,FB01,,SALARY PAYABLE,,,0000,Salary Payable,USD,0.00000,,0.00000,,,0.00,,RFBU,,,,,BKPF,0000100004L0012020,,USD,,,0.00000,0.00000,,,,,,00000000,,,,,,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,B,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,L001,0000100005,2020,SA,20200204,20200204,02,20200204,172008,00000000,00000000,20200204,STUDENT056,FB01,,SALARY PAYABLE,,,0000,Salary Payable,USD,0.00000,,0.00000,,,0.00,,RFBU,,,,,BKPF,0000100005L0012020,,USD,,,0.00000,0.00000,,,,,,00000000,,,,,,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,B,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,L001,0000100006,2020,SA,20200204,20200204,02,20200204,172335,00000000,00000000,20200204,STUDENT056,FBZ2,,SALARY PAYMENT,,,0000,Salary payment,USD,0.00000,,0.00000,,,0.00,,RFBU,,,,,BKPF,0000100006L0012020,,USD,,,0.00000,0.00000,,,,,,00000000,,,,,,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,B,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,L001,0000100007,2020,SA,20200204,20200204,02,20200204,172536,00000000,00000000,20200204,STUDENT056,FB01,,SALARY PAYABLE,,,0000,Salary Payable,USD,0.00000,,0.00000,,,0.00,,RFBU,,,,,BKPF,0000100007L0012020,,USD,,,0.00000,0.00000,,,,,,00000000,,,,,,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,B,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,L001,0000100008,2020,SA,20200204,20200204,02,20200204,173504,00000000,00000000,20200204,STUDENT056,FBZ2,,SALARY PAYMENT,,,0000,Salary payment,USD,0.00000,,0.00000,,,0.00,,RFBU,,,,,BKPF,0000100008L0012020,,USD,,,0.00000,0.00000,,,,,,00000000,,,,,,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,B,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,L001,0000100009,2020,SA,20200204,20200204,02,20200204,173942,00000000,00000000,20200204,STUDENT056,FBZ2,,SALARY PAYMENT,,,0000,Salary payment,USD,0.00000,,0.00000,,,0.00,,RFBU,,,,,BKPF,0000100009L0012020,,USD,,,0.00000,0.00000,,,,,,00000000,,,,,,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,B,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,L001,0000100010,2020,SA,20200204,20200204,02,20200204,175021,00000000,00000000,20200204,STUDENT056,FBZ2,,SALARY PAYMENT,,,0000,Salary payment,USD,0.00000,,0.00000,,,0.00,,RFBU,,,,,BKPF,0000100010L0012020,,USD,,,0.00000,0.00000,,,,,,00000000,,,,,,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,B,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,L001,0000100011,2020,SA,20200204,20200204,02,20200204,175834,00000000,00000000,20200204,STUDENT056,FBR2,,LEGAL FEE ACCR,,,0000,Legal Fee Accrual,USD,0.00000,,0.00000,,,0.00,,RFBU,,,,,BKPF,0000100011L0012020,,USD,,,0.00000,0.00000,,,,,,00000000,,,,,,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,B,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,L001,0000100012,2020,SA,20200101,20200101,01,20200205,182929,00000000,00000000,20200101,STUDENT056,FB01,,LOAN RECEIVED,,,0000,Loan Received,USD,0.00000,,0.00000,,,0.00,,RFBU,,,,,BKPF,0000100012L0012020,,USD,,,0.00000,0.00000,,,,,,00000000,,,,,,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,B,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,L001,0000600000,2020,KR,20200202,20200208,02,20200208,203428,00000000,00000000,20200208,STUDENT056,FB01,,RAW MATERIAL,,,0000,Raw Material Purchase,USD,0.00000,,0.00000,,,0.00,,RFBU,,,,,BKPF,0000600000L0012020,,USD,,,0.00000,0.00000,,,,,,00000000,,,,,,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,M,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,L001,0000700000,2020,KZ,20200202,20200208,02,20200208,204259,00000000,00000000,20200208,STUDENT056,FBZ2,,PAYMENT,,,0000,Payment,USD,0.00000,,0.00000,,,0.00,,RFBU,,,,,BKPF,0000700000L0012020,,USD,,,0.00000,0.00000,,,,,,00000000,,,,,,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,M,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
800,L001,0000600001,2020,KR,20200208,20200208,02,20200208,204507,00000000,00000000,20200208,STUDENT056,FB01,,RAW MATERIAL,,,0000,Raw material purchase,USD,0.00000,,0.00000,,,0.00,,RFBU,,,,,BKPF,0000600001L0012020,,USD,,,0.00000,0.00000,,,,,,00000000,,,,,,,,,,,0.00000,0.00000,,,,,,000,,,,,00000000,,,,,00000000,,,,,,,M,0.00000000000000,0.00000000000000,0.00000000000000,,00000000,,,,,,,,00000000,00000000,,00000000,000000,,,,,,,,,,,00000000,,
